CGPA,Projects,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label,Practical Experiences,I+P,I+W,P+W,Aptitude*SoftSkills,Internships less than 2,Workshops/Certifications less than 2
7.6,1,77,4.5,1,1,70,71,0,2,2,1,1,346.5,1,1
8.3,2,78,4.5,0,1,78,66,1,2,2,0,2,351.0,1,1
8.4,3,90,4.8,1,1,75,88,1,7,5,4,5,432.0,0,0
6.5,1,76,4.1,1,1,79,65,0,3,1,2,3,311.59999999999997,1,0
8.1,1,75,4.0,0,0,55,66,0,5,2,4,4,300.0,1,0
8.4,3,90,4.8,1,1,84,79,1,7,5,4,5,432.0,0,0
7.8,2,79,4.7,0,1,56,72,0,3,2,1,3,371.3,1,1
8.5,3,90,4.8,1,1,75,86,0,6,4,3,5,432.0,1,0
6.5,1,83,4.4,0,0,55,74,0,3,2,2,2,365.20000000000005,1,1
7.8,1,77,4.5,0,0,56,68,0,3,2,2,2,346.5,1,1
6.7,2,82,4.3,1,1,77,80,1,4,3,2,3,352.59999999999997,1,1
7.5,3,83,4.1,1,1,78,81,1,4,4,1,3,340.29999999999995,1,1
8.5,3,84,4.6,1,1,85,82,1,7,5,4,5,386.4,0,0
6.8,1,75,4.7,0,1,57,62,0,1,1,0,1,352.5,1,1
8.5,3,89,4.2,1,1,78,87,1,5,5,2,3,373.8,0,1
7.7,2,61,3.8,1,1,72,61,0,5,3,3,4,231.79999999999998,1,0
7.2,1,72,4.1,0,1,55,73,0,2,2,1,1,295.2,1,1
6.5,1,66,3.5,0,0,55,67,0,1,1,0,1,231.0,1,1
7.6,2,79,4.5,0,1,55,68,0,4,3,2,3,355.5,1,1
7.5,1,68,3.6,0,1,69,62,0,2,2,1,1,244.8,1,1
7.0,1,74,4.4,0,1,64,61,0,3,2,2,2,325.6,1,1
8.4,2,79,4.8,1,1,61,81,0,5,3,3,4,379.2,1,0
7.7,3,86,4.7,1,1,78,84,1,5,3,2,5,404.2,1,0
8.3,1,75,4.2,1,1,86,86,1,2,2,1,1,315.0,1,1
8.8,2,77,4.3,1,1,74,79,1,5,3,3,4,331.09999999999997,1,0
6.5,3,90,4.6,1,1,84,80,1,4,4,1,3,413.99999999999994,1,1
7.6,1,73,4.0,0,1,82,75,1,3,3,2,1,292.0,0,1
6.5,1,72,4.5,0,0,55,66,0,2,2,1,1,324.0,1,1
7.6,1,72,4.6,1,1,56,66,1,3,2,2,2,331.2,1,1
8.1,3,86,4.7,1,1,63,79,1,4,3,1,4,404.2,1,1
8.2,3,90,4.8,1,1,85,77,1,6,4,3,5,432.0,1,0
8.0,3,77,4.5,1,0,78,77,0,6,4,3,5,346.5,1,0
8.2,2,88,4.4,1,1,81,85,1,5,3,3,4,387.20000000000005,1,0
8.6,3,76,4.0,0,0,71,88,0,6,4,3,5,304.0,1,0
8.4,3,72,4.6,1,0,70,70,1,6,4,3,5,331.2,1,0
7.6,3,73,4.1,0,1,80,70,0,5,4,2,4,299.29999999999995,1,1
8.4,3,90,4.8,1,1,69,87,1,6,4,3,5,432.0,1,0
8.4,3,88,4.5,1,1,90,79,1,7,5,4,5,396.0,0,0
7.6,2,76,4.0,0,0,62,61,0,3,3,1,2,304.0,1,1
8.3,3,90,4.8,1,1,80,86,1,7,5,4,5,432.0,0,0
6.5,1,85,4.6,0,1,59,65,0,2,2,1,1,390.99999999999994,1,1
8.1,2,73,4.2,0,1,83,87,0,4,3,2,3,306.6,1,1
7.7,2,80,4.6,0,1,57,68,0,3,3,1,2,368.0,1,1
7.2,1,75,3.5,0,0,55,74,0,1,1,0,1,262.5,1,1
8.3,1,74,4.1,1,1,55,66,0,4,2,3,3,303.4,1,0
8.3,3,86,4.7,1,1,76,84,1,5,5,2,3,404.2,0,1
8.2,3,88,4.8,1,1,74,86,1,8,5,5,6,422.4,0,0
8.4,2,79,4.3,1,1,70,74,1,3,3,1,2,339.7,1,1
7.4,2,78,4.6,0,1,67,68,0,4,3,2,3,358.79999999999995,1,1
7.7,2,78,3.8,1,0,63,67,0,5,3,3,4,296.4,1,0
8.7,2,80,4.8,1,1,82,79,1,3,2,1,3,384.0,1,1
7.8,3,82,4.6,0,1,86,81,1,7,5,4,5,377.2,0,0
7.8,3,90,4.8,1,1,85,85,1,7,5,4,5,432.0,0,0
7.7,1,72,4.4,0,0,72,69,0,2,2,1,1,316.8,1,1
8.2,2,70,4.2,1,0,56,71,0,6,4,4,4,294.0,0,0
8.9,3,87,4.8,1,1,73,88,1,6,3,3,6,417.59999999999997,1,0
7.5,2,76,3.8,0,1,55,75,0,4,3,2,3,288.8,1,1
8.3,3,82,4.8,1,1,81,83,1,6,4,3,5,393.59999999999997,1,0
8.0,3,90,4.4,1,1,72,82,1,6,4,3,5,396.00000000000006,1,0
6.6,1,69,4.2,0,0,55,68,0,2,1,1,2,289.8,1,1
8.2,3,86,4.4,1,1,79,85,1,7,5,4,5,378.40000000000003,0,0
6.6,2,64,3.3,0,1,57,65,0,2,2,0,2,211.2,1,1
7.4,1,77,4.0,0,0,71,67,0,2,2,1,1,308.0,1,1
7.5,3,90,4.8,1,1,71,84,1,6,4,3,5,432.0,1,0
6.6,2,63,4.1,0,0,57,62,0,3,2,1,3,258.29999999999995,1,1
7.7,1,82,4.1,0,0,58,71,0,1,1,0,1,336.2,1,1
7.7,1,87,3.9,1,0,75,82,0,2,1,1,2,339.3,1,1
7.6,2,88,4.8,1,1,83,86,0,5,4,3,3,422.4,0,1
6.5,1,77,3.6,1,1,60,74,0,2,2,1,1,277.2,1,1
6.5,2,89,4.0,0,1,55,67,0,4,3,2,3,356.0,1,1
8.3,3,73,4.7,1,0,71,65,0,5,4,2,4,343.1,1,1
8.5,3,84,3.9,1,1,72,82,1,5,4,2,4,327.59999999999997,1,1
7.4,1,77,3.6,0,1,73,78,0,2,2,1,1,277.2,1,1
6.6,3,89,4.5,1,1,71,88,1,6,4,3,5,400.5,1,0
7.6,1,71,4.2,1,1,63,63,0,3,2,2,2,298.2,1,1
6.7,1,74,4.1,1,1,60,64,0,1,1,0,1,303.4,1,1
7.6,1,75,4.2,1,0,77,83,0,3,1,2,3,315.0,1,0
7.5,1,66,3.7,0,0,60,68,0,2,2,1,1,244.20000000000002,1,1
8.1,2,74,4.7,1,1,61,69,0,3,3,1,2,347.8,1,1
8.0,3,89,4.3,1,1,84,88,1,6,4,3,5,382.7,1,0
8.3,1,81,4.5,1,0,80,68,1,2,2,1,1,364.5,1,1
6.5,1,85,4.8,0,1,55,61,0,3,2,2,2,408.0,1,1
7.9,3,90,4.8,1,0,84,88,1,6,4,3,5,432.0,1,0
8.8,3,90,4.8,1,1,73,87,1,8,5,5,6,432.0,0,0
7.5,1,88,4.7,0,0,61,60,0,1,1,0,1,413.6,1,1
7.4,1,60,4.3,1,1,80,75,0,3,2,2,2,258.0,1,1
8.3,2,82,4.5,1,1,71,67,1,3,3,1,2,369.0,1,1
7.7,1,79,3.7,0,1,59,63,0,3,2,2,2,292.3,1,1
7.6,2,74,4.0,0,1,62,83,1,4,4,2,2,296.0,0,1
7.7,1,66,3.7,0,0,55,70,0,1,1,0,1,244.20000000000002,1,1
8.5,3,76,4.8,1,0,74,81,1,5,3,2,5,364.8,1,0
8.6,3,90,4.8,1,1,75,83,1,6,5,3,4,432.0,0,1
7.5,1,73,3.5,0,1,58,69,0,3,2,2,2,255.5,1,1
8.5,3,88,4.8,1,1,82,65,1,4,4,1,3,422.4,1,1
7.4,2,76,4.5,0,1,55,72,0,3,3,1,2,342.0,1,1
7.4,3,77,4.4,1,1,78,65,0,6,5,3,4,338.8,0,1
8.3,3,88,4.8,1,1,74,72,1,5,3,2,5,422.4,1,0
8.5,3,71,4.6,1,1,74,83,1,7,5,4,5,326.59999999999997,0,0
8.2,1,90,4.0,0,1,55,66,0,4,3,3,2,360.0,0,1
6.6,1,74,4.6,0,1,55,75,0,2,2,1,1,340.4,1,1
8.7,3,90,4.7,1,1,77,88,1,7,5,4,5,423.0,0,0
7.0,1,72,4.5,0,1,71,65,0,2,2,1,1,324.0,1,1
7.2,3,71,4.4,1,1,58,68,0,5,4,2,4,312.40000000000003,1,1
8.1,3,86,3.7,1,1,90,85,1,3,3,0,3,318.2,1,1
7.7,2,78,4.3,1,1,79,81,1,5,3,3,4,335.4,1,0
8.2,2,86,4.5,1,1,74,83,1,4,3,2,3,387.0,1,1
7.4,1,69,4.0,0,1,64,74,0,2,2,1,1,276.0,1,1
7.5,2,73,4.8,1,1,64,83,1,4,2,2,4,350.4,1,0
8.2,3,90,4.8,1,1,85,85,1,7,5,4,5,432.0,0,0
6.5,3,71,4.2,0,0,80,88,0,6,4,3,5,298.2,1,0
7.6,1,69,3.9,0,1,64,62,0,2,2,1,1,269.09999999999997,1,1
7.7,1,82,4.5,1,1,55,84,0,2,2,1,1,369.0,1,1
8.2,3,90,4.5,1,1,80,86,0,8,5,5,6,405.0,0,0
7.8,3,90,4.8,1,1,81,84,1,7,5,4,5,432.0,0,0
8.3,3,90,4.8,1,1,84,83,1,6,4,3,5,432.0,1,0
7.8,1,70,4.1,0,1,79,66,0,3,2,2,2,287.0,1,1
6.9,2,72,3.7,1,1,58,71,0,6,4,4,4,266.40000000000003,0,0
7.9,3,90,4.4,1,1,80,84,1,6,4,3,5,396.00000000000006,1,0
7.5,2,65,4.1,0,0,68,73,0,4,3,2,3,266.5,1,1
8.2,1,76,4.5,1,1,58,81,1,4,2,3,3,342.0,1,0
7.9,3,87,4.8,1,1,83,69,1,7,5,4,5,417.59999999999997,0,0
8.8,3,90,4.8,1,1,73,80,1,7,5,4,5,432.0,0,0
8.0,0,79,4.4,1,1,73,84,1,3,1,3,2,347.6,1,0
8.4,3,90,4.8,1,1,84,83,1,7,5,4,5,432.0,0,0
7.0,2,69,4.7,0,1,57,65,1,3,3,1,2,324.3,1,1
7.8,3,83,4.4,1,1,81,73,0,3,3,0,3,365.20000000000005,1,1
8.5,3,84,4.5,1,1,73,65,1,3,3,0,3,378.0,1,1
7.2,1,73,4.4,0,1,86,76,0,1,1,0,1,321.20000000000005,1,1
6.5,2,66,4.2,0,1,59,64,0,3,3,1,2,277.2,1,1
6.5,1,72,4.8,0,0,68,70,0,2,2,1,1,345.59999999999997,1,1
7.3,3,77,4.5,1,1,55,66,0,4,4,1,3,346.5,1,1
8.3,3,90,4.8,1,1,81,87,1,7,5,4,5,432.0,0,0
8.0,3,90,4.6,1,1,77,84,1,7,5,4,5,413.99999999999994,0,0
7.4,2,68,3.6,0,0,55,64,0,4,3,2,3,244.8,1,1
8.3,3,90,4.8,1,1,77,83,1,5,5,2,3,432.0,0,1
6.5,3,77,4.2,1,1,78,81,0,6,4,3,5,323.40000000000003,1,0
8.7,3,88,3.8,1,1,68,82,0,7,4,4,6,334.4,1,0
7.7,1,83,4.6,0,1,63,64,0,3,3,2,1,381.79999999999995,0,1
7.6,1,70,3.9,0,1,61,71,0,2,1,1,2,273.0,1,1
7.4,1,78,3.7,0,1,55,64,1,3,2,2,2,288.6,1,1
7.5,1,75,4.0,0,0,55,74,0,3,2,2,2,300.0,1,1
7.2,1,72,4.5,1,1,61,73,0,3,2,2,2,324.0,1,1
7.1,3,80,4.4,1,0,80,83,1,3,3,0,3,352.0,1,1
7.6,2,88,4.6,1,1,79,86,0,5,4,3,3,404.79999999999995,0,1
7.3,1,72,3.5,0,1,55,67,0,3,2,2,2,252.0,1,1
8.5,3,79,4.8,0,0,72,69,0,7,5,4,5,379.2,0,0
8.3,3,90,4.8,1,1,87,76,1,7,5,4,5,432.0,0,0
7.7,3,84,4.7,1,1,78,73,0,7,4,4,6,394.8,1,0
7.5,2,89,4.8,1,1,78,75,1,5,3,3,4,427.2,1,0
7.6,3,84,4.6,1,1,67,86,1,6,4,3,5,386.4,1,0
8.8,3,88,4.7,0,1,58,87,1,5,5,2,3,413.6,0,1
6.5,2,74,3.5,0,0,61,61,0,2,2,0,2,259.0,1,1
7.5,1,72,4.4,1,1,55,61,1,2,2,1,1,316.8,1,1
8.4,1,72,3.8,0,0,59,62,0,2,2,1,1,273.59999999999997,1,1
8.0,1,77,4.7,0,1,55,71,0,3,2,2,2,361.90000000000003,1,1
7.5,3,65,4.2,0,0,58,67,0,4,3,1,4,273.0,1,1
7.4,2,71,3.7,0,1,55,62,0,3,3,1,2,262.7,1,1
8.1,3,75,3.9,1,1,74,83,0,6,4,3,5,292.5,1,0
8.2,1,72,4.1,0,1,79,69,0,4,2,3,3,295.2,1,0
8.0,3,79,4.8,0,0,74,79,1,7,5,4,5,379.2,0,0
7.5,2,90,4.3,1,1,85,83,1,6,4,4,4,387.0,0,0
7.9,1,80,4.4,1,1,74,86,0,2,2,1,1,352.0,1,1
6.7,1,75,4.2,0,0,60,81,0,1,1,0,1,315.0,1,1
7.7,1,68,4.6,0,0,65,62,0,3,3,2,1,312.79999999999995,0,1
8.5,3,85,4.8,1,1,79,81,1,4,4,1,3,408.0,1,1
6.6,1,69,3.8,0,1,61,64,0,2,2,1,1,262.2,1,1
8.2,2,84,4.5,1,1,68,63,1,5,3,3,4,378.0,1,0
8.0,2,87,4.7,1,0,72,83,0,4,2,2,4,408.90000000000003,1,0
8.0,1,75,3.8,1,0,57,64,0,1,1,0,1,285.0,1,1
8.0,3,77,4.5,1,1,79,71,0,6,4,3,5,346.5,1,0
7.6,3,65,3.7,0,0,56,59,0,5,4,2,4,240.5,1,1
8.4,3,89,3.9,1,1,74,83,1,7,5,4,5,347.09999999999997,0,0
8.4,3,79,4.5,1,1,86,87,1,6,4,3,5,355.5,1,0
7.3,1,75,3.2,0,1,56,63,0,2,1,1,2,240.0,1,1
6.6,2,64,3.5,0,1,62,66,0,4,3,2,3,224.0,1,1
8.3,2,82,3.7,0,1,69,84,0,6,3,4,5,303.40000000000003,1,0
7.5,1,79,3.6,0,1,77,72,0,1,1,0,1,284.40000000000003,1,1
7.6,1,75,4.8,0,1,60,68,0,4,2,3,3,360.0,1,0
7.5,3,88,4.8,1,1,81,77,1,6,4,3,5,422.4,1,0
8.5,3,90,4.7,1,1,73,85,1,7,5,4,5,423.0,0,0
7.4,2,68,3.8,0,1,57,65,0,3,3,1,2,258.4,1,1
7.1,2,84,3.9,0,0,59,68,0,5,4,3,3,327.59999999999997,0,1
7.5,1,80,4.2,0,0,55,62,0,3,2,2,2,336.0,1,1
8.2,3,85,4.4,1,0,65,66,0,4,4,1,3,374.00000000000006,1,1
7.8,3,85,4.5,1,1,87,83,1,5,4,2,4,382.5,1,1
7.5,1,78,4.2,0,0,76,69,0,3,2,2,2,327.6,1,1
6.6,1,81,4.5,1,1,58,86,0,1,1,0,1,364.5,1,1
7.8,3,85,4.8,1,1,80,81,1,6,3,3,6,408.0,1,0
8.7,2,73,4.4,0,1,72,68,0,5,3,3,4,321.20000000000005,1,0
8.3,3,68,4.6,1,1,78,73,1,4,4,1,3,312.79999999999995,1,1
6.5,2,90,4.8,0,1,70,68,0,5,3,3,4,432.0,1,0
7.4,3,71,4.4,0,1,84,64,1,4,4,1,3,312.40000000000003,1,1
7.9,3,80,4.4,1,1,84,81,1,7,5,4,5,352.0,0,0
8.2,1,88,3.9,0,1,66,64,0,2,2,1,1,343.2,1,1
6.7,2,78,4.6,0,1,73,67,1,3,3,1,2,358.79999999999995,1,1
8.1,2,81,4.5,1,1,80,83,0,2,2,0,2,364.5,1,1
8.4,2,80,3.9,1,1,76,80,1,4,2,2,4,312.0,1,0
8.7,3,89,4.7,1,1,70,63,1,7,5,4,5,418.3,0,0
8.0,1,82,4.0,0,0,55,74,0,3,2,2,2,328.0,1,1
8.0,3,90,4.3,1,1,66,85,1,6,4,3,5,387.0,1,0
7.8,3,87,4.8,1,1,67,88,1,6,4,3,5,417.59999999999997,1,0
7.7,2,69,4.4,1,1,82,84,0,4,2,2,4,303.6,1,0
8.3,3,86,4.7,1,1,81,71,1,5,5,2,3,404.2,0,1
8.4,1,83,4.6,1,0,74,62,0,5,2,4,4,381.79999999999995,1,0
7.9,2,64,4.2,0,1,60,58,0,4,3,2,3,268.8,1,1
8.5,2,70,3.9,1,1,81,83,1,3,3,1,2,273.0,1,1
8.5,3,90,4.8,1,1,82,86,1,6,4,3,5,432.0,1,0
8.4,3,85,4.8,1,1,82,76,1,6,4,3,5,408.0,1,0
7.4,3,70,4.4,0,0,58,70,0,6,4,3,5,308.0,1,0
6.5,3,70,3.3,1,1,68,66,1,4,3,1,4,231.0,1,1
8.0,1,81,4.2,1,1,72,70,0,2,2,1,1,340.2,1,1
6.6,2,66,4.6,1,0,57,70,0,4,3,2,3,303.59999999999997,1,1
6.8,1,71,4.2,0,0,70,62,0,3,1,2,3,298.2,1,0
7.5,1,78,4.4,0,1,55,69,0,3,2,2,2,343.20000000000005,1,1
7.8,2,78,4.4,0,1,59,64,1,2,2,0,2,343.20000000000005,1,1
6.6,2,83,4.8,1,1,82,88,1,2,2,0,2,398.4,1,1
6.5,1,68,4.8,0,1,62,66,0,2,2,1,1,326.4,1,1
6.6,1,76,4.4,0,0,59,70,0,2,2,1,1,334.40000000000003,1,1
6.7,2,74,3.6,0,1,82,69,1,2,2,0,2,266.40000000000003,1,1
8.1,2,68,4.8,0,1,72,72,0,4,2,2,4,326.4,1,0
7.6,1,66,4.0,0,0,61,69,0,1,1,0,1,264.0,1,1
6.5,1,75,3.6,0,1,60,64,0,3,2,2,2,270.0,1,1
7.5,1,72,3.9,0,1,65,70,0,1,1,0,1,280.8,1,1
7.5,2,81,4.3,1,1,63,61,0,2,2,0,2,348.3,1,1
8.3,3,85,4.7,1,1,74,78,0,6,4,3,5,399.5,1,0
6.5,1,80,4.3,0,1,70,77,0,4,2,3,3,344.0,1,0
6.5,1,75,4.5,1,1,67,81,0,2,1,1,2,337.5,1,1
6.9,1,76,4.0,0,0,55,66,1,2,2,1,1,304.0,1,1
7.7,1,78,3.8,0,1,55,61,0,2,2,1,1,296.4,1,1
8.1,3,88,4.7,1,1,80,87,1,7,5,4,5,413.6,0,0
7.5,2,78,4.4,1,1,80,86,1,5,4,3,3,343.20000000000005,0,1
6.9,1,72,4.4,0,0,55,57,0,1,1,0,1,316.8,1,1
8.4,3,90,4.8,1,1,77,87,1,7,5,4,5,432.0,0,0
7.8,3,90,4.8,1,1,80,88,1,6,4,3,5,432.0,1,0
8.0,1,89,4.2,0,1,68,82,0,5,3,4,3,373.8,0,0
7.6,1,71,4.3,0,0,59,63,0,3,2,2,2,305.3,1,1
8.0,3,90,4.7,1,1,76,88,1,6,4,3,5,423.0,1,0
8.2,2,73,4.6,1,1,83,87,0,6,4,4,4,335.79999999999995,0,0
6.7,1,79,4.1,0,1,56,70,0,2,2,1,1,323.9,1,1
8.5,3,90,4.8,1,1,82,87,1,7,5,4,5,432.0,0,0
8.6,3,90,4.8,1,1,71,87,1,6,4,3,5,432.0,1,0
7.6,1,76,3.5,1,1,74,65,1,1,1,0,1,266.0,1,1
6.5,2,76,4.3,1,1,69,73,0,3,3,1,2,326.8,1,1
8.3,2,90,4.8,1,1,75,86,1,6,3,4,5,432.0,1,0
7.5,2,80,4.7,0,1,82,82,1,3,2,1,3,376.0,1,1
6.7,1,66,3.5,1,0,86,69,0,3,2,2,2,231.0,1,1
8.6,3,90,4.8,1,1,75,88,1,7,5,4,5,432.0,0,0
8.2,3,90,4.8,1,1,80,81,1,6,4,3,5,432.0,1,0
7.4,1,80,4.7,1,1,68,70,0,3,2,2,2,376.0,1,1
7.5,1,84,3.7,0,1,77,87,0,2,2,1,1,310.8,1,1
7.5,2,83,4.6,0,1,55,69,0,3,2,1,3,381.79999999999995,1,1
7.7,2,75,4.8,0,1,72,68,0,3,2,1,3,360.0,1,1
7.1,3,88,4.0,1,1,78,65,1,6,4,3,5,352.0,1,0
7.9,2,76,4.7,1,0,78,61,0,3,3,1,2,357.2,1,1
7.4,1,78,4.8,1,0,74,80,1,2,2,1,1,374.4,1,1
8.0,2,79,4.4,0,1,55,68,0,4,2,2,4,347.6,1,0
7.7,2,63,4.3,0,0,55,72,0,3,3,1,2,270.9,1,1
8.6,2,83,4.0,1,1,65,72,0,5,3,3,4,332.0,1,0
6.9,3,87,4.8,1,1,71,86,1,6,4,3,5,417.59999999999997,1,0
7.6,2,81,3.9,0,0,74,66,0,4,3,2,3,315.9,1,1
7.8,3,90,4.8,1,1,81,88,1,7,5,4,5,432.0,0,0
8.9,3,90,4.8,1,1,71,84,1,5,5,2,3,432.0,0,1
7.3,1,78,4.2,1,1,69,72,0,3,2,2,2,327.6,1,1
8.5,3,84,4.3,1,1,80,82,1,5,4,2,4,361.2,1,1
8.1,3,90,4.6,1,1,85,88,1,7,5,4,5,413.99999999999994,0,0
7.7,2,82,4.8,0,1,82,76,1,5,3,3,4,393.59999999999997,1,0
7.9,1,85,4.7,0,1,56,67,0,2,2,1,1,399.5,1,1
8.2,3,90,4.8,1,1,71,88,1,7,5,4,5,432.0,0,0
8.1,3,84,4.8,1,1,74,86,0,5,3,2,5,403.2,1,0
7.8,1,84,4.3,1,0,67,80,0,2,1,1,2,361.2,1,1
8.5,3,90,4.5,1,1,76,83,0,6,4,3,5,405.0,1,0
7.3,1,72,4.6,0,1,58,70,0,3,2,2,2,331.2,1,1
7.4,1,81,4.2,0,0,82,61,0,3,2,2,2,340.2,1,1
7.7,1,76,3.8,0,0,55,61,0,2,2,1,1,288.8,1,1
7.4,1,85,4.7,1,1,70,72,0,2,2,1,1,399.5,1,1
7.5,2,89,4.7,1,1,85,84,1,3,3,1,2,418.3,1,1
8.3,1,69,4.5,0,1,55,65,0,2,2,1,1,310.5,1,1
7.7,1,64,4.4,0,0,62,63,0,2,2,1,1,281.6,1,1
6.5,1,69,4.5,0,0,55,70,0,2,2,1,1,310.5,1,1
7.4,2,68,3.5,0,1,58,76,0,4,3,2,3,238.0,1,1
8.6,3,90,4.8,1,1,88,86,1,7,5,4,5,432.0,0,0
7.6,2,80,4.5,0,1,68,86,0,5,3,3,4,360.0,1,0
8.4,3,83,4.6,1,1,81,87,1,7,5,4,5,381.79999999999995,0,0
7.5,1,74,3.7,1,1,58,67,1,2,2,1,1,273.8,1,1
8.8,3,90,4.8,1,1,79,84,1,7,5,4,5,432.0,0,0
7.6,3,88,4.6,1,0,82,81,1,3,3,0,3,404.79999999999995,1,1
7.5,2,83,4.3,0,1,56,66,1,3,3,1,2,356.9,1,1
8.4,2,85,4.8,1,0,79,80,0,4,3,2,3,408.0,1,1
8.0,2,87,4.6,1,1,70,83,0,6,4,4,4,400.2,0,0
8.2,3,81,4.7,1,1,73,80,1,5,3,2,5,380.7,1,0
8.3,3,90,4.8,1,1,85,82,1,7,5,4,5,432.0,0,0
7.6,1,69,4.3,0,0,58,70,0,3,2,2,2,296.7,1,1
6.5,1,72,4.2,0,0,55,57,0,3,2,2,2,302.40000000000003,1,1
7.5,1,80,3.9,0,1,61,62,0,1,1,0,1,312.0,1,1
8.8,3,90,4.7,1,1,86,81,1,7,5,4,5,423.0,0,0
8.1,1,81,4.0,1,1,73,88,1,4,3,3,2,324.0,0,1
7.7,1,64,4.4,1,1,61,64,0,4,2,3,3,281.6,1,0
8.4,3,77,4.5,1,1,74,83,0,7,5,4,5,346.5,0,0
8.1,3,86,4.5,0,1,73,83,1,5,5,2,3,387.0,0,1
8.4,1,82,3.6,0,1,61,65,1,2,1,1,2,295.2,1,1
8.7,3,90,4.5,1,1,79,87,1,7,4,4,6,405.0,1,0
6.8,1,68,4.5,0,1,77,67,0,3,2,2,2,306.0,1,1
8.3,3,90,4.8,1,1,83,83,1,6,4,3,5,432.0,1,0
6.5,3,72,4.6,1,1,85,69,1,4,4,1,3,331.2,1,1
7.9,3,90,4.8,1,1,76,70,1,6,4,3,5,432.0,1,0
7.5,2,79,4.2,0,1,55,71,0,3,3,1,2,331.8,1,1
7.7,2,78,4.0,0,1,57,68,0,3,3,1,2,312.0,1,1
7.5,1,82,4.7,0,0,72,70,0,2,1,1,2,385.40000000000003,1,1
8.2,3,88,4.8,0,1,82,69,1,7,4,4,6,422.4,1,0
7.2,1,61,3.5,0,0,55,69,0,2,2,1,1,213.5,1,1
8.1,3,85,4.5,1,1,75,67,0,7,5,4,5,382.5,0,0
8.3,2,76,4.2,1,1,78,80,0,4,3,2,3,319.2,1,1
8.2,1,76,4.3,0,0,77,64,0,1,1,0,1,326.8,1,1
7.0,1,64,4.1,0,0,58,62,0,3,2,2,2,262.4,1,1
7.6,2,73,4.3,1,1,76,83,1,4,3,2,3,313.9,1,1
6.8,1,68,3.9,0,0,64,62,0,2,1,1,2,265.2,1,1
6.5,2,83,4.6,1,1,73,65,0,3,3,1,2,381.79999999999995,1,1
7.5,1,80,4.1,0,1,62,73,0,1,1,0,1,328.0,1,1
7.5,2,74,4.6,0,1,58,75,0,3,3,1,2,340.4,1,1
6.7,1,60,4.0,0,0,61,62,0,2,2,1,1,240.0,1,1
7.9,2,85,4.1,1,1,59,64,0,3,3,1,2,348.49999999999994,1,1
7.4,2,76,4.4,1,1,55,73,0,3,3,1,2,334.40000000000003,1,1
7.4,2,72,3.5,0,1,67,66,0,2,2,0,2,252.0,1,1
8.1,1,84,4.6,1,0,65,79,0,2,1,1,2,386.4,1,1
7.2,2,77,3.7,0,1,55,63,0,2,2,0,2,284.90000000000003,1,1
7.6,1,72,4.2,0,1,74,69,0,2,2,1,1,302.40000000000003,1,1
7.6,2,72,3.9,1,0,79,80,0,5,4,3,3,280.8,0,1
7.1,1,69,3.7,1,0,61,66,0,2,1,1,2,255.3,1,1
6.8,2,82,4.4,1,1,59,69,1,3,3,1,2,360.8,1,1
7.4,2,69,3.6,0,1,55,63,0,3,3,1,2,248.4,1,1
7.6,1,73,4.2,0,1,55,69,0,2,2,1,1,306.6,1,1
7.5,3,90,4.1,0,1,63,83,1,7,5,4,5,368.99999999999994,0,0
6.5,1,62,4.1,0,0,75,60,0,1,1,0,1,254.2,1,1
7.4,3,88,4.1,1,1,59,73,0,4,4,1,3,360.79999999999995,1,1
7.6,1,74,3.8,0,0,56,67,0,2,2,1,1,281.2,1,1
8.1,3,79,4.3,1,1,72,83,1,5,3,2,5,339.7,1,0
8.1,1,90,4.7,1,1,78,74,1,3,1,2,3,423.0,1,0
8.8,3,84,4.2,1,1,73,82,1,6,4,3,5,352.8,1,0
8.2,3,90,4.8,1,1,74,85,1,7,5,4,5,432.0,0,0
6.5,1,72,4.7,0,0,58,68,0,2,2,1,1,338.40000000000003,1,1
7.5,3,89,4.8,1,1,61,70,0,6,4,3,5,427.2,1,0
8.2,3,77,4.2,1,1,70,84,1,5,4,2,4,323.40000000000003,1,1
7.8,1,74,4.0,0,0,55,63,0,1,1,0,1,296.0,1,1
6.6,1,63,3.7,0,0,59,70,0,2,2,1,1,233.10000000000002,1,1
8.1,3,88,4.4,0,0,73,82,1,7,5,4,5,387.20000000000005,0,0
7.4,1,79,3.3,0,1,58,61,0,1,1,0,1,260.7,1,1
8.7,2,69,4.6,1,1,65,81,1,3,3,1,2,317.4,1,1
7.6,3,79,3.9,1,1,70,85,1,5,4,2,4,308.09999999999997,1,1
6.5,2,74,4.1,0,1,55,82,0,2,2,0,2,303.4,1,1
7.5,3,71,4.2,0,1,65,67,0,4,4,1,3,298.2,1,1
8.9,3,84,4.8,1,1,82,81,0,5,4,2,4,403.2,1,1
7.5,1,84,4.3,0,1,55,59,0,2,2,1,1,361.2,1,1
8.1,3,89,4.8,1,1,89,71,0,7,5,4,5,427.2,0,0
7.5,3,73,4.0,0,1,55,68,0,5,4,2,4,292.0,1,1
8.3,2,79,4.2,0,0,55,72,0,4,3,2,3,331.8,1,1
7.5,1,78,3.6,0,0,57,68,0,2,2,1,1,280.8,1,1
8.3,3,88,4.2,1,1,69,86,1,4,3,1,4,369.6,1,1
