StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label
3531,7.7,0,1,0,82,4.1,No,Yes,56,75,0
3532,8.3,2,3,2,90,4.7,Yes,Yes,85,82,1
3533,8,1,3,2,90,4.8,Yes,Yes,69,85,0
3534,8.3,2,3,2,87,4.7,Yes,Yes,84,80,1
3535,7.5,1,1,0,63,4.5,No,Yes,59,58,0
3536,8,2,3,0,90,4.8,Yes,Yes,89,80,1
3537,8.5,2,1,0,79,4.8,Yes,No,55,72,1
3538,7.7,0,1,1,78,4.6,Yes,Yes,74,66,0
3539,7.4,1,2,1,74,3.9,No,Yes,76,74,0
3540,6.5,1,2,1,77,4,No,No,55,63,0
3541,7.5,1,2,1,79,4.4,Yes,No,55,77,1
3542,8.6,1,3,2,90,4.8,Yes,Yes,78,87,1
3543,8.5,2,3,2,90,4.8,Yes,Yes,82,87,1
3544,7.5,1,1,0,66,3.9,No,Yes,55,78,0
3545,7.6,0,1,0,82,4.3,No,Yes,71,72,0
3546,7.5,0,1,0,72,4.3,No,Yes,56,66,0
3547,7.5,0,1,0,71,3.8,No,Yes,59,69,0
3548,7,1,3,2,87,3.9,Yes,Yes,64,72,0
3549,7.6,2,2,2,83,4.8,Yes,Yes,71,85,1
3550,7.7,1,1,1,64,3.9,No,No,58,66,0
3551,6.6,0,1,1,68,3.8,No,No,64,67,0
3552,6.9,1,1,0,61,3.5,No,No,66,66,0
3553,7.4,2,2,1,81,4.4,Yes,Yes,66,88,1
3554,8.1,2,2,0,83,4.4,No,No,74,82,0
3555,6.9,0,1,0,81,4,No,Yes,74,71,0
3556,8.3,0,3,2,80,4.7,Yes,Yes,79,85,0
3557,7.7,1,3,2,81,4.7,Yes,Yes,73,66,0
3558,8.5,1,1,2,75,4.8,No,Yes,75,62,1
3559,8.1,0,2,1,88,4.8,No,Yes,62,81,1
3560,7.7,2,3,2,89,4.5,No,Yes,74,85,0
3561,8.6,1,2,1,73,4.7,Yes,Yes,76,66,0
3562,6.7,1,1,1,77,3.4,No,Yes,59,72,0
3563,7.6,0,1,1,80,4.6,No,No,55,64,0
3564,6.5,0,3,0,88,4.8,Yes,Yes,85,84,1
3565,8.2,2,3,2,90,4.8,Yes,No,77,83,1
3566,7.7,2,1,2,79,4.6,Yes,Yes,57,80,1
3567,7.5,1,2,1,83,4,No,Yes,67,71,0
3568,6.5,0,1,1,60,3.7,No,No,61,68,0
3569,7.4,2,2,0,66,4.2,Yes,No,69,69,0
3570,8.2,1,1,0,71,3.6,Yes,Yes,55,65,0
3571,6.5,0,1,1,66,4.4,No,No,69,67,0
3572,7.6,1,1,0,75,4,No,No,55,57,0
3573,8.1,2,2,2,85,4.5,No,Yes,71,83,0
3574,8.1,0,3,0,77,3.9,Yes,No,69,65,0
3575,8.4,2,3,2,90,4.8,Yes,Yes,85,81,1
3576,7.5,0,1,2,81,4.1,Yes,Yes,84,81,0
3577,6.6,1,1,1,77,4,No,No,57,66,0
3578,8.3,1,3,1,83,4.8,Yes,No,65,80,0
3579,6.5,0,1,1,87,4.8,No,No,55,72,0
3580,6.8,1,1,1,61,3.5,No,No,66,72,0
3581,8,1,3,0,80,4.7,No,Yes,68,83,1
3582,8.2,2,3,2,90,4.8,Yes,Yes,75,85,1
3583,7.7,0,2,0,88,4.8,Yes,No,77,81,0
3584,7.6,1,1,1,81,4,No,Yes,65,65,0
3585,8.4,2,3,2,90,4.8,Yes,Yes,76,86,1
3586,7.5,1,3,1,83,4.4,Yes,Yes,77,87,1
3587,8.3,2,2,0,79,4.5,Yes,Yes,82,66,1
3588,6.5,2,1,2,79,4.4,No,No,55,66,0
3589,8.2,1,3,2,89,4.3,Yes,No,84,82,1
3590,6.5,1,2,1,78,4.1,No,No,78,63,0
3591,6.5,1,1,1,79,4.6,Yes,Yes,56,68,0
3592,8.3,1,3,0,77,4.8,Yes,Yes,74,57,0
3593,8.2,2,3,3,90,4.8,Yes,Yes,69,88,0
3594,6.6,1,1,1,68,3.3,Yes,No,60,62,0
3595,8.3,1,2,3,85,4.6,Yes,Yes,69,86,1
3596,8,1,1,1,83,4.2,Yes,Yes,78,79,0
3597,8.1,2,3,2,90,4.7,Yes,Yes,86,81,1
3598,7.5,1,1,0,75,3.9,No,Yes,55,64,0
3599,6.5,0,1,0,71,3.7,No,Yes,71,65,0
3600,7.6,2,3,2,90,4.5,Yes,Yes,75,83,1
3601,8.6,0,3,2,81,3.9,Yes,Yes,82,71,1
3602,6.8,1,1,0,76,4,No,No,60,58,0
3603,8,1,3,2,81,4,Yes,Yes,81,86,1
3604,7.7,1,1,0,71,4.3,No,Yes,55,66,0
3605,6.9,1,2,0,66,4.4,Yes,Yes,57,84,1
3606,7.6,1,1,1,82,4.3,No,No,62,60,1
3607,6.5,2,1,1,72,4.4,No,Yes,55,66,0
3608,6.8,0,1,1,64,3.8,No,No,55,71,0
3609,8.6,1,3,2,90,4.6,Yes,Yes,85,81,1
3610,8.7,1,1,0,75,4.4,Yes,No,71,57,0
3611,7.3,1,3,1,71,3.8,Yes,Yes,79,81,0
3612,7.4,1,1,1,82,4.1,No,No,60,65,0
3613,7.6,1,2,1,84,4.7,No,No,69,72,0
3614,6.5,1,2,0,87,4.3,No,No,63,68,0
3615,8.5,2,3,2,77,4.5,Yes,Yes,81,85,1
3616,7.5,0,2,1,72,4.5,Yes,No,67,64,0
3617,7.3,1,1,0,65,3.9,No,No,69,67,0
3618,8.4,2,3,2,90,4.8,Yes,Yes,80,85,1
3619,8,2,3,2,90,4.7,Yes,Yes,77,70,0
3620,8.3,2,1,2,81,4.8,Yes,No,89,83,0
3621,7.9,0,1,1,74,3.9,Yes,Yes,79,62,0
3622,7.8,1,3,1,77,3.6,No,Yes,55,64,0
3623,7.4,1,1,1,61,4.1,No,Yes,55,69,0
3624,7.4,1,1,0,64,4.2,Yes,Yes,61,70,0
3625,8.4,1,3,2,90,4.3,Yes,Yes,84,80,1
3626,8.3,2,3,1,88,3.8,Yes,Yes,58,87,1
3627,6.5,0,1,0,64,3.9,No,Yes,58,68,0
3628,7.7,0,1,0,79,4,No,Yes,59,59,0
3629,8.4,2,3,2,90,4.7,Yes,Yes,79,87,1
3630,8.3,0,1,0,73,3.8,Yes,Yes,72,80,0
3631,6.5,0,1,1,69,3.9,No,No,55,75,0
3632,8.4,1,3,0,90,4.7,Yes,Yes,74,83,1
3633,6.6,1,1,1,60,3.9,No,Yes,56,58,0
3634,8.4,2,2,2,85,4.8,Yes,No,72,82,0
3635,8.7,0,3,2,88,4.7,Yes,Yes,85,82,1
3636,8.3,1,3,2,90,4.7,Yes,Yes,86,86,1
3637,8.4,2,3,2,90,4.7,Yes,Yes,80,88,1
3638,7.7,1,3,2,90,4.7,Yes,Yes,82,73,1
3639,7.6,1,1,0,67,3.8,No,No,55,64,0
3640,7.8,1,2,0,80,4.7,Yes,Yes,55,66,0
3641,8.1,1,3,2,90,4.8,Yes,Yes,79,84,1
3642,6.5,1,1,0,72,3.8,No,No,55,68,0
3643,6.6,1,3,0,77,3.7,No,Yes,55,65,0
3644,7.5,1,3,2,78,4.7,Yes,Yes,79,81,0
3645,7.6,1,1,1,75,3.6,No,Yes,65,66,0
3646,8.6,0,3,2,90,4.8,Yes,Yes,75,86,1
3647,6.8,0,1,0,73,4.5,No,No,59,60,0
3648,8,1,3,2,81,4.8,Yes,No,64,85,0
3649,7.8,0,2,0,79,4.5,Yes,No,80,81,0
3650,7.8,1,1,2,75,4.1,No,Yes,55,82,0
3651,7.7,0,1,0,65,4.6,No,No,58,59,0
3652,7.6,1,2,0,77,4,No,Yes,64,65,0
3653,8,1,1,0,69,3.6,No,No,55,62,0
3654,7.7,1,1,0,74,4.1,Yes,Yes,73,63,0
3655,6.7,1,1,1,76,3.9,No,No,62,65,0
3656,8,1,1,0,82,4.5,Yes,Yes,73,66,0
3657,6.6,0,1,1,68,4.1,No,Yes,55,66,0
3658,7.5,1,1,0,68,4.3,No,Yes,55,68,0
3659,8,2,3,2,90,4.4,Yes,Yes,80,88,1
3660,6.5,0,1,0,88,4.3,Yes,Yes,76,88,1
3661,7.4,2,1,1,78,4.3,No,No,55,68,0
3662,8.4,1,3,0,90,4.5,Yes,Yes,59,82,1
3663,8.5,2,3,2,90,4.8,Yes,Yes,78,83,1
3664,6.6,0,2,0,79,4.2,Yes,No,62,79,0
3665,8.8,1,3,2,90,4.8,Yes,Yes,77,83,1
3666,7.5,0,3,1,84,4.5,No,Yes,77,78,0
3667,7.9,1,3,0,82,4.5,Yes,Yes,76,72,0
3668,6.5,1,1,1,67,4,No,Yes,56,65,0
3669,8.7,2,3,2,90,4.8,Yes,Yes,73,84,1
3670,8.4,1,3,1,86,4.5,Yes,Yes,75,82,0
3671,7.4,1,1,0,66,4.4,No,No,55,70,0
3672,8.1,2,3,2,87,3.9,Yes,Yes,57,77,0
3673,6.5,1,2,0,74,3.4,No,No,59,70,0
3674,7.7,1,1,2,85,3.6,No,No,58,72,1
3675,6.5,1,1,0,75,4.1,No,No,55,71,0
3676,8.1,0,3,2,87,4.2,Yes,Yes,67,84,1
3677,7.8,2,1,2,90,4.7,Yes,No,81,85,1
3678,8.2,1,2,2,78,4.1,Yes,Yes,70,82,0
3679,8.2,1,1,0,68,4,No,Yes,83,64,0
3680,6.5,1,3,1,86,4.5,Yes,Yes,82,82,1
3681,6.6,1,3,2,85,4.7,Yes,Yes,77,84,1
3682,8.8,2,3,2,84,4.3,Yes,Yes,82,81,1
3683,7.6,2,1,1,84,4.5,No,No,76,63,0
3684,8.4,2,3,2,90,4.8,Yes,Yes,76,88,1
3685,7.5,1,2,0,71,4.7,No,Yes,55,72,0
3686,7.7,1,3,3,82,4.4,Yes,Yes,76,84,1
3687,7.4,1,1,0,77,4.1,No,Yes,55,68,0
3688,7.4,2,3,2,90,4.6,Yes,No,74,87,1
3689,6.5,0,1,1,67,3.1,No,No,61,61,0
3690,7.3,0,2,1,79,4.2,Yes,No,78,69,0
3691,7.7,1,1,0,70,4.8,Yes,Yes,55,73,0
3692,8.4,2,3,2,90,4.8,Yes,Yes,86,84,1
3693,6.9,1,1,1,90,3.9,No,No,55,67,0
3694,8.1,2,2,2,76,4.3,Yes,Yes,72,87,1
3695,6.5,0,3,2,85,4.6,Yes,Yes,81,84,1
3696,7.6,0,3,2,78,4.8,No,Yes,78,79,1
3697,7.4,0,1,0,80,4.3,Yes,Yes,63,63,0
3698,7.4,1,1,0,67,4.1,No,Yes,60,73,0
3699,6.5,1,2,0,70,3.4,No,No,58,72,0
3700,6.5,0,1,2,80,4.1,No,Yes,74,82,0
3701,7.8,1,2,0,84,4.5,No,No,55,62,0
3702,8.3,1,1,2,88,3.8,Yes,Yes,89,68,1
3703,7.7,2,3,3,82,4.5,Yes,Yes,82,81,1
3704,7.5,1,3,0,82,4.8,Yes,Yes,65,80,0
3705,6.5,0,1,0,69,3.6,No,Yes,71,72,0
3706,6.9,1,3,0,85,4.4,Yes,Yes,59,86,1
3707,7.7,0,1,0,74,3.8,No,No,63,70,0
3708,7.3,1,1,0,66,3.7,No,No,59,68,0
3709,7.4,0,1,0,79,4,No,Yes,55,66,0
3710,7.8,2,3,2,82,4.2,Yes,Yes,63,84,1
3711,8.6,1,1,2,73,3.8,Yes,No,64,64,0
3712,6.5,0,1,0,85,3.9,No,No,55,69,0
3713,8.6,1,3,2,86,4.7,Yes,Yes,81,82,1
3714,6.9,2,1,2,84,4.7,Yes,Yes,73,82,0
3715,7.5,1,1,2,84,4.8,Yes,No,83,81,0
3716,7.4,1,2,0,68,4.2,No,Yes,55,60,0
3717,7.8,0,1,1,85,4.3,No,No,70,80,1
3718,7.7,0,3,1,82,4.1,No,Yes,82,88,1
3719,7.4,2,2,0,84,4.3,No,Yes,79,82,0
3720,8,1,1,1,70,4.6,No,Yes,58,63,0
3721,6.6,0,1,1,75,3.2,No,No,62,68,0
3722,7.7,0,2,0,76,3.7,No,Yes,58,67,0
3723,7.1,1,1,1,72,3.2,No,No,58,64,0
3724,6.9,0,1,0,77,3.7,No,Yes,55,66,0
3725,7.7,1,1,1,84,4.2,Yes,Yes,55,84,0
3726,8.6,0,3,2,81,4.8,Yes,Yes,82,84,1
3727,7.4,1,1,1,68,4.1,Yes,Yes,55,67,0
3728,8.3,1,3,2,87,4.7,Yes,Yes,80,85,1
3729,7.4,1,3,0,81,3.7,Yes,Yes,69,74,0
3730,7.7,0,1,2,86,4.5,Yes,Yes,64,68,0
3731,6.6,1,1,1,66,4.2,No,Yes,58,68,0
3732,7.5,0,2,0,88,4.2,No,No,55,64,1
3733,8.6,1,1,3,71,3.9,Yes,No,62,66,1
3734,8.4,1,3,0,90,4.6,Yes,Yes,78,87,1
3735,8.6,2,3,2,80,4.4,Yes,Yes,81,69,1
3736,8.8,1,3,2,88,4.7,Yes,Yes,75,84,1
3737,8.6,1,1,0,69,4.7,No,Yes,58,72,0
3738,8.4,0,2,3,84,4.4,Yes,Yes,55,82,1
3739,7.5,0,1,0,68,3.6,No,No,59,63,0
3740,8.4,1,1,1,84,4.2,Yes,No,73,74,0
3741,8.1,1,2,1,75,4.2,Yes,No,76,69,0
3742,6.9,1,1,1,67,3.9,No,Yes,62,66,0
3743,8.1,0,2,1,75,4.1,No,Yes,55,69,1
3744,7.4,0,1,0,61,3.7,No,Yes,57,63,0
3745,7.8,1,3,3,84,3.9,Yes,Yes,64,72,0
3746,8.2,2,2,0,88,4.1,Yes,Yes,63,77,0
3747,6.5,1,1,0,81,4.2,No,Yes,67,65,0
3748,7.8,0,2,0,83,4.8,No,No,62,68,0
3749,8.3,0,2,1,80,3.9,Yes,Yes,57,69,0
3750,7.5,1,2,1,67,3.8,No,Yes,55,68,0
3751,6.5,1,1,1,64,4.1,No,Yes,59,76,0
3752,6.6,1,2,0,77,4.1,No,Yes,72,69,0
3753,8.3,2,3,2,90,4.8,Yes,Yes,77,83,1
3754,6.7,1,1,0,67,4.2,No,No,58,66,0
3755,8.2,2,3,2,90,4.8,Yes,Yes,83,87,1
3756,7.6,1,1,1,74,4.4,Yes,No,55,83,0
3757,8.6,0,1,1,88,4.2,Yes,Yes,81,67,0
3758,8.4,1,3,0,78,3.7,No,Yes,73,85,1
3759,6.8,1,2,0,71,4.3,Yes,Yes,60,59,0
3760,8.1,0,3,2,73,4.2,Yes,Yes,88,87,1
3761,7.4,1,2,1,68,4.2,Yes,Yes,72,66,0
3762,6.5,1,2,0,86,4.4,Yes,Yes,66,69,1
3763,7.5,1,3,3,89,4.4,Yes,Yes,85,85,1
3764,8.4,1,2,0,81,4.1,No,Yes,81,71,1
3765,8,2,3,2,90,4.8,Yes,Yes,77,83,1
3766,6.5,1,1,0,77,4.1,No,No,59,57,0
3767,7.9,0,3,0,90,4.4,Yes,No,75,86,1
3768,7.3,2,3,0,90,4.4,No,Yes,55,85,1
3769,8.1,2,3,2,90,4.8,Yes,Yes,79,83,1
3770,8.4,0,3,2,90,4.8,Yes,Yes,88,84,1
3771,6.7,1,1,0,70,3.9,No,Yes,56,67,0
3772,7.8,1,3,1,80,4.8,Yes,No,61,81,0
3773,8.2,0,3,2,84,4,Yes,Yes,80,86,1
3774,8.3,2,3,0,82,4.6,Yes,Yes,80,67,1
3775,8.1,1,3,0,80,4.7,Yes,Yes,79,84,1
3776,6.6,1,1,0,71,4.5,Yes,Yes,64,70,1
3777,6.5,1,3,0,86,4.3,Yes,Yes,76,87,0
3778,7.7,1,2,2,79,4.8,Yes,Yes,82,82,0
3779,8.2,2,1,0,82,4.6,Yes,Yes,74,82,1
3780,7.6,1,2,0,89,4.5,Yes,Yes,71,82,0
3781,7.4,1,1,1,68,4.3,Yes,No,60,69,1
3782,8,1,1,0,83,4.7,No,No,55,66,0
3783,7.5,2,1,0,74,4.6,No,No,55,63,0
3784,7.7,1,2,0,90,4.8,No,Yes,64,69,1
3785,8.4,2,3,2,83,4.5,Yes,Yes,74,86,1
3786,7.6,1,3,2,84,4.6,Yes,Yes,78,79,0
3787,6.9,1,2,1,68,4.5,Yes,Yes,56,65,0
3788,8.6,2,1,2,69,3.8,Yes,Yes,74,81,1
3789,7.9,1,3,2,66,4.1,No,No,55,58,0
3790,7.1,1,2,0,80,3.5,No,No,55,66,0
3791,8.2,2,2,2,88,4.2,Yes,Yes,80,86,0
3792,7.9,1,2,0,90,4.8,No,Yes,75,85,0
3793,6.6,1,2,0,73,4.3,Yes,No,58,66,0
3794,7.6,1,1,0,77,4.2,Yes,Yes,68,86,0
3795,8.7,1,3,3,89,4.8,Yes,Yes,74,83,0
3796,8.1,2,3,2,86,4.5,Yes,Yes,80,86,0
3797,8.6,0,3,2,75,4,Yes,Yes,78,84,1
3798,6.8,1,1,1,60,3.6,No,Yes,55,68,0
3799,8.3,1,1,1,77,3.6,No,Yes,55,67,0
3800,8.6,2,3,2,90,4.7,Yes,Yes,84,87,1
3801,7.6,1,3,0,80,4.6,No,Yes,60,73,1
3802,7.5,0,1,2,73,3.9,No,Yes,55,67,1
3803,8.6,2,3,3,78,4.7,Yes,Yes,75,83,1
3804,7.4,1,1,0,60,3.7,No,No,63,64,0
3805,8,1,3,0,77,4.7,Yes,Yes,60,85,1
3806,8,2,3,2,90,4.8,Yes,Yes,77,87,1
3807,6.7,0,1,2,69,4.4,Yes,No,81,59,0
3808,7.5,1,1,1,68,4.6,Yes,Yes,59,65,0
3809,7.7,1,1,1,73,3.7,No,Yes,58,64,0
3810,7.5,0,1,1,78,3.5,No,Yes,55,78,0
3811,7.6,1,1,0,71,4.1,No,Yes,60,69,0
3812,6.5,1,1,0,79,4,No,No,55,70,0
3813,7.4,0,2,0,75,3.5,No,Yes,55,71,0
3814,8.5,1,3,1,84,4.3,Yes,Yes,55,66,0
3815,8.3,1,3,2,81,4.7,Yes,Yes,76,86,0
3816,7.4,1,2,1,71,4.7,No,Yes,74,63,0
3817,6.9,1,3,2,65,4,No,Yes,79,60,0
3818,7.3,1,2,0,72,4.3,No,Yes,56,66,0
3819,8,1,3,0,79,4.8,Yes,Yes,77,74,0
3820,8.5,2,3,2,90,4.8,Yes,Yes,79,86,1
3821,8.4,0,2,0,81,4.4,Yes,Yes,61,68,1
3822,8.4,2,3,2,84,4.2,Yes,Yes,81,84,1
3823,6.6,1,1,0,71,4.1,No,Yes,67,64,0
3824,8.1,2,3,0,86,4.3,Yes,Yes,73,81,1
3825,6.8,1,1,0,66,3.5,No,No,56,72,0
3826,7.6,2,2,0,84,4.3,No,No,64,65,0
3827,8.2,0,3,2,81,4.7,No,No,82,68,0
3828,7.3,1,1,2,75,3.8,Yes,Yes,55,69,0
3829,8,2,3,0,84,4.6,Yes,Yes,76,83,1
3830,7.6,1,3,1,77,4.6,Yes,Yes,57,69,1
3831,7.7,0,3,1,85,4.3,Yes,Yes,77,65,1
3832,7.5,1,1,0,76,4,No,No,68,65,0
3833,7.3,1,1,0,76,4.4,No,Yes,62,70,0
3834,6.7,1,1,1,76,4.6,No,No,65,69,0
3835,6.7,1,2,2,78,4.4,Yes,Yes,72,64,0
3836,8.4,1,3,2,90,4.8,Yes,Yes,83,84,1
3837,8.8,2,3,2,86,4.7,Yes,Yes,73,88,1
3838,6.5,1,1,1,85,3.9,No,No,79,63,0
3839,7.7,2,3,0,77,4.6,Yes,Yes,70,69,0
3840,8.5,2,2,0,85,4.5,Yes,Yes,71,78,1
3841,8,1,2,0,68,4.5,Yes,No,62,65,0
3842,8.2,1,3,2,90,4.7,Yes,Yes,76,86,1
3843,8.1,0,3,2,88,4.8,Yes,Yes,75,81,1
3844,8.4,1,2,1,73,4,Yes,No,81,63,0
3845,8.3,1,3,1,67,3.7,Yes,Yes,66,68,0
3846,7.4,1,1,0,71,4.3,Yes,Yes,55,66,0
3847,8.5,1,1,2,77,4.3,Yes,Yes,80,81,1
3848,7.8,1,2,1,74,4.2,No,Yes,66,70,0
3849,8.2,1,3,0,84,4.5,Yes,Yes,70,74,1
3850,7,1,1,2,74,4.5,Yes,Yes,78,86,0
3851,8.4,0,1,2,79,3.9,Yes,Yes,80,80,0
3852,7.5,1,1,1,69,3.6,No,Yes,55,71,0
3853,8.2,2,3,2,90,4.6,Yes,Yes,83,83,1
3854,7.7,0,1,0,71,3.5,No,No,56,65,0
3855,8.2,1,3,0,89,4.8,Yes,Yes,80,88,0
3856,8.6,2,3,2,87,4.8,Yes,Yes,81,88,1
3857,7.5,2,2,0,72,4.5,Yes,Yes,72,70,0
3858,8.4,0,0,2,90,4.8,Yes,Yes,81,84,1
3859,8.3,2,3,2,88,4.8,Yes,Yes,68,82,1
3860,6.8,0,1,0,71,3.3,No,No,57,59,1
3861,7.9,1,3,0,84,4.7,Yes,Yes,70,85,1
3862,8.1,1,3,2,90,4.7,Yes,Yes,85,83,1
3863,8.4,1,2,0,85,4.4,Yes,Yes,79,86,1
3864,8.1,1,3,0,88,4,Yes,Yes,76,66,1
3865,7.4,1,1,1,71,4.3,No,Yes,55,73,0
3866,7.4,1,2,0,80,4.6,No,Yes,76,71,1
3867,8.6,2,3,2,90,4.8,Yes,Yes,81,81,1
3868,7.6,1,1,0,79,4.8,No,Yes,69,71,0
3869,7.3,1,1,0,75,4.4,No,No,55,67,0
3870,7.6,1,1,1,74,4.6,Yes,Yes,72,84,0
3871,8.3,0,3,0,88,4.7,Yes,Yes,73,74,1
3872,7.6,1,3,2,89,4.8,Yes,Yes,83,72,1
3873,7.7,1,3,2,90,4.4,Yes,Yes,69,86,1
3874,7.6,1,2,1,65,4.2,No,Yes,62,62,0
3875,8.1,0,3,1,80,4.6,Yes,Yes,80,81,1
3876,7.7,1,2,1,61,4,No,No,55,66,0
3877,8,2,3,0,89,4.5,Yes,Yes,76,84,1
3878,7.7,1,1,2,72,3.7,Yes,Yes,75,73,0
3879,8.1,2,3,2,90,4.7,Yes,Yes,75,86,1
3880,6.5,1,2,1,64,3.7,No,Yes,55,69,0
3881,8.1,2,3,2,90,4.8,Yes,Yes,82,81,1
3882,6.6,2,2,0,73,4.1,No,No,59,68,0
3883,8.1,2,3,2,88,4.5,Yes,Yes,79,87,0
3884,7.4,1,2,0,69,3.8,No,No,55,64,0
3885,6.5,1,1,0,71,4.2,Yes,Yes,55,75,0
3886,8.1,1,3,0,78,4,Yes,Yes,66,82,0
3887,8.4,2,3,2,89,4.6,Yes,Yes,87,84,1
3888,8.4,0,3,2,81,4.8,Yes,No,77,84,1
3889,8.7,1,2,0,80,4.5,Yes,Yes,55,64,1
3890,7.4,1,3,1,81,4.4,No,Yes,70,67,0
3891,7.5,1,2,1,81,4.2,No,Yes,61,68,0
3892,8.4,2,3,2,87,4.8,Yes,No,87,87,1
3893,8.7,2,3,2,83,4,Yes,Yes,77,83,1
3894,7.7,1,2,0,88,4.1,Yes,Yes,55,64,0
3895,7.6,1,2,0,81,4.7,Yes,Yes,74,85,0
3896,8.5,2,3,2,90,4.8,No,Yes,90,83,1
3897,6.6,1,1,1,80,3.9,Yes,Yes,84,81,0
3898,8.1,2,3,0,77,4.8,Yes,Yes,80,71,1
3899,7.2,1,2,1,74,3.7,No,No,55,72,0
3900,6.5,1,3,3,84,4.5,No,Yes,76,72,0
3901,8.2,2,2,1,74,4.2,No,Yes,76,69,1
3902,7.7,1,3,0,85,4.8,Yes,No,68,87,1
3903,8.5,2,3,2,90,4.8,Yes,Yes,85,87,1
3904,6.8,1,2,1,71,4.7,Yes,Yes,55,58,0
3905,8.1,1,3,2,90,4.8,Yes,Yes,83,88,1
3906,7.5,1,3,0,90,4.3,Yes,Yes,78,83,1
3907,6.6,1,1,2,76,4,Yes,Yes,71,85,0
3908,7.9,1,3,2,82,4.4,Yes,Yes,70,86,0
3909,6.8,1,1,1,80,4.3,Yes,Yes,55,66,1
3910,7.6,1,2,2,75,4.6,No,No,61,64,0
3911,8.7,2,3,2,85,4.4,Yes,Yes,81,84,1
3912,8.6,1,3,2,90,4.8,Yes,Yes,70,88,1
3913,7.6,0,1,1,73,3.3,No,No,56,62,0
3914,7.9,0,3,2,88,4.6,Yes,Yes,70,80,0
3915,8.2,1,1,1,76,4.1,No,No,58,80,0
3916,7.2,1,1,1,68,3.4,No,No,55,63,0
3917,7.6,1,2,2,82,4.8,Yes,Yes,64,80,0
3918,7.6,1,1,0,63,4.3,Yes,No,59,60,0
3919,8.4,1,1,0,78,4.3,Yes,Yes,55,69,1
3920,8.6,2,3,2,90,4.8,Yes,Yes,71,88,1
3921,7.6,1,2,0,79,4.2,No,No,55,84,0
3922,7.4,0,2,0,73,3.7,No,Yes,55,71,0
3923,7.4,2,2,0,68,3.8,No,Yes,55,66,0
3924,7.1,2,1,3,71,4.8,Yes,No,72,71,0
3925,7.8,1,3,0,89,4,No,Yes,72,84,1
3926,6.7,1,2,0,89,4.7,No,Yes,55,82,0
3927,8.5,2,3,0,85,4.7,Yes,Yes,73,85,0
3928,6.5,0,3,1,75,4.3,No,No,69,62,1
3929,8.2,1,2,1,71,3.7,No,Yes,78,72,0
3930,7,1,2,0,67,3.5,No,Yes,55,63,0
3931,7.6,1,3,0,87,4.4,Yes,Yes,80,88,0
3932,8.7,0,2,2,84,4.5,Yes,Yes,83,84,0
3933,8.3,2,3,0,82,3.5,Yes,No,82,80,0
3934,7.7,1,3,0,76,4.5,Yes,No,69,64,1
3935,7.4,1,2,0,69,3.6,No,No,69,68,0
3936,8,0,3,1,90,4.8,Yes,Yes,74,88,0
3937,8.5,2,2,2,81,4.8,Yes,Yes,79,88,1
3938,7.6,1,3,2,88,4.5,Yes,Yes,75,84,1
3939,8.2,0,1,0,88,4,No,No,76,60,0
3940,7.9,2,1,0,81,3.7,Yes,Yes,79,66,1
3941,7.6,1,3,1,73,4.3,Yes,Yes,77,72,0
3942,7.5,1,3,0,78,3.6,No,Yes,72,84,0
3943,8.4,1,3,0,82,4.3,Yes,Yes,74,68,1
3944,7.7,1,1,0,78,4.4,No,Yes,82,81,0
3945,6.8,1,2,0,78,4.3,Yes,Yes,75,71,1
3946,8,1,3,2,79,4.6,Yes,Yes,68,87,1
3947,6.6,0,3,0,87,4.6,Yes,Yes,77,77,1
3948,8.2,2,2,2,80,4.5,Yes,Yes,80,85,1
3949,7.5,1,2,1,72,4.4,No,Yes,58,68,0
3950,8.3,2,3,0,80,4.2,No,No,87,68,0
3951,8.1,2,3,2,89,4.8,Yes,Yes,87,87,1
3952,6.5,1,1,0,79,4,Yes,Yes,79,74,0
3953,7.2,2,3,2,84,4,No,No,77,81,1
3954,8.2,1,3,2,90,4.8,Yes,Yes,85,88,1
3955,7.6,0,1,2,79,4.8,Yes,Yes,56,85,1
3956,7.7,2,2,2,85,4.3,Yes,Yes,82,84,1
3957,8.6,1,1,0,65,3.7,Yes,No,69,62,0
3958,7.9,2,3,2,85,4.7,Yes,Yes,90,84,1
3959,8,2,2,2,89,4.2,Yes,Yes,82,84,1
3960,7.6,1,1,0,77,4.5,Yes,Yes,70,71,0
3961,8.3,0,2,0,78,4.5,No,Yes,78,66,1
3962,8.4,2,3,2,90,4.8,Yes,Yes,75,88,1
3963,6.5,0,1,2,76,4.1,Yes,Yes,79,65,0
3964,8.1,1,1,3,75,4,No,No,55,66,0
3965,8.4,2,3,2,90,4.8,Yes,Yes,84,79,1
3966,7.8,0,2,1,79,4.7,No,Yes,56,72,0
3967,8.5,1,3,2,90,4.8,Yes,Yes,75,86,0
3968,6.5,1,1,1,83,4.4,No,No,55,74,0
3969,7.8,1,1,1,77,4.5,No,No,56,68,0
3970,6.7,1,2,1,82,4.3,Yes,Yes,77,80,1
3971,7.5,1,3,0,83,4.1,Yes,Yes,78,81,1
3972,8.5,2,3,2,84,4.6,Yes,Yes,85,82,1
3973,6.8,0,1,0,75,4.7,No,Yes,57,62,0
